cycle,type,ambient_temperature,capacity,voltage_min,voltage_max,voltage_mean,voltage_std,current_mean,current_std,temperature_mean,temperature_max,temperature_min,temperature_std,discharge_time,timestamp,SOH,capacity_rolling_mean_3,capacity_rolling_std_3,capacity_rolling_min_3,capacity_rolling_max_3,temp_rolling_mean_3,temp_rolling_max_3,capacity_rolling_mean_5,capacity_rolling_std_5,capacity_rolling_min_5,capacity_rolling_max_5,temp_rolling_mean_5,temp_rolling_max_5,capacity_rolling_mean_10,capacity_rolling_std_10,capacity_rolling_min_10,capacity_rolling_max_10,temp_rolling_mean_10,temp_rolling_max_10,capacity_diff,capacity_diff_pct,cumulative_fade,cumulative_fade_pct,capacity_diff_diff,capacity_ewma,voltage_range,voltage_variance,temp_increase,discharge_time_change,resistance_proxy,cycle_normalized,cycle_squared,cycle_sqrt,days_elapsed,capacity_skew,capacity_kurtosis,capacity_trend,capacity_increase,regeneration_count,capacity_change_variance,capacity_trend.1,capacity_regeneration,capacity_cyclical,imf_1_energy,imf_2_energy,imf_3_energy,d3r_trend,d3r_seasonal,d3r_noise,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,rolling_mean_3,rolling_std_3,rolling_min_3,rolling_max_3,rolling_mean_5,rolling_std_5,rolling_min_5,rolling_max_5,rolling_mean_10,rolling_std_10,rolling_min_10,rolling_max_10,diff_1,diff_2,arima_residuals,arima_fitted,arima_forecast_h1,arima_forecast_h2,arima_forecast_h3,arima_forecast_h4,arima_forecast_h5,acf_1,pacf_1,acf_2,pacf_2,acf_3,pacf_3,acf_4,pacf_4,acf_5,pacf_5,acf_6,pacf_6,acf_7,pacf_7,acf_8,pacf_8,acf_9,pacf_9,acf_10,pacf_10
2,discharge,24.0,1.8564874208181577,2.612467347907089,4.191491807505295,3.5298286688693397,0.2359570706808563,1.818711710270297,0.593546181674474,32.572328114029,38.98218133148803,24.325993424022467,3.486920476221683,3690.234,2008-04-01 00:00:00,0.9282437104090788,1.8564874208181577,0.0071843258815743,1.8564874208181577,1.8564874208181577,32.572328114029,38.98218133148803,1.8564874208181577,0.0071843258815743,1.8564874208181577,1.8564874208181577,32.572328114029,38.98218133148803,1.8564874208181577,0.0071843258815743,1.8564874208181577,1.8564874208181577,32.572328114029,38.98218133148803,-0.0101601710982304,-0.0054727928583285,0.0,0.0,-0.0008178843982888,1.8564874208181577,1.5790244595982057,2.8060978349790463e-05,14.982181331488029,-17.889999999999873,0.8682099435944071,0.0044543429844097,4,1.4142135623730951,0.0,0.0,0.0,-0.0101601710982304,0,0.0,3.344674444821922e-07,1.8390156591733384,0.0064264144816205,0.0110453471631984,4.129880308958192e-05,0.0001219996939555,6.182105318526368e-05,-1543.7598,1702.9464,-156.04654,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8564874208181577,0.0071843258815744585,1.8564874208181577,1.8564874208181577,1.8564874208181577,0.0071843258815744585,1.8564874208181577,1.8564874208181577,1.8564874208181577,0.0071843258815744585,1.8564874208181577,1.8564874208181577,-0.010160171098230641,-0.021138226594749954,1.8564874208181577,0.0,1.3977251467660754,1.3980537131779016,1.3979669775856614,1.3978668134619623,1.397846918595828,0.9761551420910629,0.9840273609788941,0.9539480411187541,0.0362744929438096,0.933732883498904,0.051465762945888525,0.9144990643115111,0.02404063695001847,0.8968408913539504,0.04541897847382436,0.8781990136127631,-0.03608215278377968,0.8565441344076463,-0.11066331589136773,0.8352624547142764,-0.015225475875774287,0.8135990643882753,-0.04170014028288238,0.7923605703121176,-0.014402933628412752
4,discharge,24.0,1.846327249719927,2.587208728940726,4.189773213846608,3.5373201277859714,0.2347649292859221,1.8176438989718111,0.5951796218062511,32.72523522519307,39.033397966787035,24.685948163596,3.426734226466466,3672.344,2008-04-01 03:00:00,0.9231636248599636,1.8514073352690423,0.0071843258815743,1.846327249719927,1.8564874208181577,32.64878166961103,39.033397966787035,1.8514073352690423,0.0071843258815743,1.846327249719927,1.8564874208181577,32.64878166961103,39.033397966787035,1.8514073352690423,0.0071843258815743,1.846327249719927,1.8564874208181577,32.64878166961103,39.033397966787035,-0.0101601710982304,-0.0054727928583285,0.0101601710982304,0.0054727928583285,-0.0008178843982888,1.8546401169821152,1.6025644849058818,2.8060978349790463e-05,15.033397966787035,-17.889999999999873,0.8816708290009814,0.0089086859688195,16,2.0,0.125,0.0,0.0,-0.0101601710982304,0,0.0,3.344674444821922e-07,1.8372017374699583,0.0008558178131144,0.0082696944368542,7.324241292439536e-07,6.838784607893896e-05,3.400875821134e-05,-1543.7598,1702.9464,-156.04654,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8514073352690423,0.0071843258815744585,1.846327249719927,1.8564874208181577,1.8514073352690423,0.0071843258815744585,1.846327249719927,1.8564874208181577,1.8514073352690423,0.0071843258815744585,1.846327249719927,1.8564874208181577,-0.010160171098230641,-0.021138226594749954,-0.010160171076067037,1.856487420795994,1.3977251467660754,1.3980537131779016,1.3979669775856614,1.3978668134619623,1.397846918595828,0.9761551420910629,0.9840273609788941,0.9539480411187541,0.0362744929438096,0.933732883498904,0.051465762945888525,0.9144990643115111,0.02404063695001847,0.8968408913539504,0.04541897847382436,0.8781990136127631,-0.03608215278377968,0.8565441344076463,-0.11066331589136773,0.8352624547142764,-0.015225475875774287,0.8135990643882753,-0.04170014028288238,0.7923605703121176,-0.014402933628412752
6,discharge,24.0,1.8353491942234077,2.6519168938437794,4.188186735991303,3.5437367282719,0.2275254354967308,1.8165423469233573,0.5964980204475099,32.64286193755933,38.81879668981741,24.7342661639544,3.379475042762775,3651.641,2008-04-01 06:00:00,0.9176745971117038,1.846054621587164,0.0105717501137147,1.8353491942234077,1.8564874208181577,32.6468084255938,39.033397966787035,1.846054621587164,0.0105717501137147,1.8353491942234077,1.8564874208181577,32.6468084255938,39.033397966787035,1.846054621587164,0.0105717501137147,1.8353491942234077,1.8564874208181577,32.6468084255938,39.033397966787035,-0.0109780554965193,-0.0059458882482423,0.0211382265947497,0.0113861404918294,-0.0008178843982888,1.851132676480532,1.536269842147524,4.845480580679278e-05,14.818796689817404,-20.702999999999975,0.845710533001854,0.0133630289532293,36,2.449489742783178,0.25,-0.0473447414744298,0.0,-0.010569113297375,0,0.0,3.344674444821922e-07,1.835172160814162,-0.0052266463019148,0.0054036797111605,2.731783156532012e-05,2.9199754420809697e-05,1.3159642611029051e-05,-1543.7598,1702.9464,-156.04654,1.846327249719927,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8460546215871643,0.010571750113714772,1.8353491942234077,1.8564874208181577,1.8460546215871643,0.010571750113714772,1.8353491942234077,1.8564874208181577,1.8460546215871643,0.010571750113714772,1.8353491942234077,1.8564874208181577,-0.010978055496519312,-0.021138226594749954,-0.011564044792273576,1.8469132390156813,1.3977251467660754,1.3980537131779016,1.3979669775856614,1.3978668134619623,1.397846918595828,0.9761551420910629,0.9840273609788941,0.9539480411187541,0.0362744929438096,0.933732883498904,0.051465762945888525,0.9144990643115111,0.02404063695001847,0.8968408913539504,0.04541897847382436,0.8781990136127631,-0.03608215278377968,0.8565441344076463,-0.11066331589136773,0.8352624547142764,-0.015225475875774287,0.8135990643882753,-0.04170014028288238,0.7923605703121176,-0.014402933628412752
8,discharge,24.0,1.8352625275821128,2.592947964776547,4.188461118855572,3.5436661072601456,0.2327443172418253,1.8256179748849433,0.5834624841611844,32.51487646204882,38.7623045063458,24.652243741292516,3.3865437316993527,3631.563,2008-04-01 09:00:00,0.9176312637910564,1.838979657175149,0.0063633493483963,1.8352625275821128,1.846327249719927,32.62765787493374,39.033397966787035,1.8433565980859012,0.0101796491539746,1.8352625275821128,1.8564874208181577,32.61382543470755,39.033397966787035,1.8433565980859012,0.0101796491539746,1.8352625275821128,1.8564874208181577,32.61382543470755,39.033397966787035,-8.666664129486357e-05,-4.7220791317359456e-05,0.0212248932360445,0.0114328236205827,0.0108913888552244,1.8482471948626376,1.5955131540790246,4.3539998239504794e-05,14.7623045063458,-20.077999999999975,0.8739573679001553,0.0178173719376391,64,2.8284271247461903,0.375,0.4548278333793628,-1.4185512205663946,-0.0074652735204657,0,0.0,3.67944630214287e-05,1.833034869530289,-0.002217167008683,0.0044448250605069,4.915829544392503e-06,1.9756469818513576e-05,1.8481891428055143e-06,-1543.7598,1702.9464,-156.04654,1.8353491942234077,1.846327249719927,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.838979657175149,0.006363349348396033,1.8352625275821128,1.846327249719927,1.8433565980859012,0.010179649153974698,1.8352625275821128,1.8564874208181577,1.8433565980859012,0.010179649153974698,1.8352625275821128,1.8564874208181577,-8.666664129486357e-05,-0.011064722137814176,-0.0015437134972173805,1.8368062410793302,1.3977251467660754,1.3980537131779016,1.3979669775856614,1.3978668134619623,1.397846918595828,0.9761551420910629,0.9840273609788941,0.9539480411187541,0.0362744929438096,0.933732883498904,0.051465762945888525,0.9144990643115111,0.02404063695001847,0.8968408913539504,0.04541897847382436,0.8781990136127631,-0.03608215278377968,0.8565441344076463,-0.11066331589136773,0.8352624547142764,-0.015225475875774287,0.8135990643882753,-0.04170014028288238,0.7923605703121176,-0.014402933628412752
10,discharge,24.0,1.834645508212042,2.547419651124539,4.188298524761055,3.5423432526672167,0.2366885716567803,1.8261478651693803,0.5834685498827803,32.38234901543077,38.66539257343368,24.518700434435164,3.3958806914600226,3629.172,2008-04-01 12:00:00,0.9173227541060208,1.8350857433391876,0.0003837095282404,1.834645508212042,1.8353491942234077,32.51336247167964,38.81879668981741,1.841614380111129,0.0096382342797632,1.834645508212042,1.8564874208181577,32.56753015085219,39.033397966787035,1.841614380111129,0.0096382342797632,1.834645508212042,1.8564874208181577,32.56753015085219,39.033397966787035,-0.0006170193700709,-0.0003362022385341,0.0218419126061155,0.0117651821182229,-0.0005303527287761,1.8457741609261655,1.640878873636516,3.5400914430780974e-05,14.665392573433678,-2.3910000000000764,0.8985460632117305,0.0222717149220489,100,3.1622776601683795,0.5,0.7973227734300974,-1.0100012431173528,-0.0054748547350044,0,0.0,3.495590555547773e-05,1.8308782195182152,-0.0011901713491964,0.0049574600430228,1.416507840447982e-06,2.4576410078168583e-05,7.800735652381288e-07,-1543.7598,1702.9464,-156.04654,1.8352625275821128,1.8353491942234077,1.846327249719927,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8350857433391876,0.00038370952823048825,1.834645508212042,1.8353491942234077,1.8416143801111295,0.009638234279763251,1.834645508212042,1.8564874208181577,1.8416143801111295,0.009638234279763251,1.834645508212042,1.8564874208181577,-0.0006170193700707483,-0.0007036860113656118,-0.0017282126401798603,1.836373720852222,1.3977251467660754,1.3980537131779016,1.3979669775856614,1.3978668134619623,1.397846918595828,0.9761551420910629,0.9840273609788941,0.9539480411187541,0.0362744929438096,0.933732883498904,0.051465762945888525,0.9144990643115111,0.02404063695001847,0.8968408913539504,0.04541897847382436,0.8781990136127631,-0.03608215278377968,0.8565441344076463,-0.11066331589136773,0.8352624547142764,-0.015225475875774287,0.8135990643882753,-0.04170014028288238,0.7923605703121176,-0.014402933628412752
12,discharge,24.0,1.8356616600675495,2.5209480504077413,4.188815807948604,3.5413347346347575,0.2393162599829323,1.8168998532879652,0.5967015706365189,32.43418218230641,38.75169504640032,24.51442664842638,3.4173255675455376,3652.281,2008-04-01 15:00:00,0.9178308300337747,1.835189898620568,0.0005119544637062,1.834645508212042,1.8356616600675495,32.443802553261996,38.7623045063458,1.8374492279610075,0.004976628226079,1.834645508212042,1.846327249719927,32.53990096450768,39.033397966787035,1.840622260103866,0.0089566880418018,1.834645508212042,1.8564874208181577,32.545305489427896,39.033397966787035,0.0010161518555076,0.000553868227382,0.0208257607506079,0.0112178302514056,0.0016331712255786,1.843935524406417,1.6678677575408627,6.93558776204322e-06,14.751695046400322,23.108999999999924,0.9179740075098738,0.0267260579064587,144,3.4641016151377544,0.625,1.080263755775971,-0.4680714203984015,-0.0039788769976567,1,1.0,3.460627641621748e-05,1.8287490795789851,0.001168181301977,0.0057443991865872,1.3646475542889112e-06,3.299812201486887e-05,9.317508575381196e-06,-1543.7598,1702.9464,-156.04654,1.834645508212042,1.8352625275821128,1.8353491942234077,1.846327249719927,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.835189898620568,0.0005119544636986923,1.834645508212042,1.8356616600675495,1.8374492279610077,0.004976628226078727,1.834645508212042,1.846327249719927,1.8406222601038662,0.008956688041801811,1.834645508212042,1.8564874208181577,0.0010161518555074078,0.0003991324854366596,0.0007100235751367201,1.8349516364924128,1.3977251467660754,1.3980537131779016,1.3979669775856614,1.3978668134619623,1.397846918595828,0.9761551420910629,0.9840273609788941,0.9539480411187541,0.0362744929438096,0.933732883498904,0.051465762945888525,0.9144990643115111,0.02404063695001847,0.8968408913539504,0.04541897847382436,0.8781990136127631,-0.03608215278377968,0.8565441344076463,-0.11066331589136773,0.8352624547142764,-0.015225475875774287,0.8135990643882753,-0.04170014028288238,0.7923605703121176,-0.014402933628412752
14,discharge,24.0,1.8351461429226603,2.487927319492314,4.18839163793879,3.5410250495075215,0.2425153341196382,1.8168378953364732,0.5964919190059063,32.480416444757985,38.8207012322275,24.575581239008407,3.419542558294876,3650.828,2008-04-01 18:00:00,0.9175730714613302,1.835151103734084,0.000508094091291,1.834645508212042,1.8356616600675495,32.432315880831716,38.8207012322275,1.8352130066015544,0.0003704100775041,1.834645508212042,1.8356616600675495,32.49093720842066,38.8207012322275,1.839839957649408,0.0084342079539349,1.834645508212042,1.8564874208181577,32.53603562590363,39.033397966787035,-0.0005155171448891,-0.0002808345111212,0.0213412778954971,0.0114955144086524,-0.0015316690003968,1.842337455045734,1.700464318446476,1.6040319228718813e-06,14.8207012322275,-1.4529999999999743,0.935946672438205,0.0311804008908685,196,3.7416573867739418,0.75,1.3153068433987007,0.1101742670546088,-0.0030735249643789,0,1.0,2.9904993744876945e-05,1.826676817791378,0.0031638452962254,0.0053054798350567,1.0009917058448049e-05,2.8148116280192173e-05,2.6191154193212168e-05,-1543.7598,1702.9464,-156.04654,1.8356616600675495,1.834645508212042,1.8352625275821128,1.8353491942234077,1.846327249719927,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8351511037340842,0.0005080940912834958,1.834645508212042,1.8356616600675495,1.8352130066015544,0.000370410077499576,1.834645508212042,1.8356616600675495,1.8398399576494082,0.008434207953934946,1.834645508212042,1.8564874208181577,-0.0005155171448891771,0.0005006347106182307,-0.0004426620227293565,1.8355888049453897,1.3977251467660754,1.3980537131779016,1.3979669775856614,1.3978668134619623,1.397846918595828,0.9761551420910629,0.9840273609788941,0.9539480411187541,0.0362744929438096,0.933732883498904,0.051465762945888525,0.9144990643115111,0.02404063695001847,0.8968408913539504,0.04541897847382436,0.8781990136127631,-0.03608215278377968,0.8565441344076463,-0.11066331589136773,0.8352624547142764,-0.015225475875774287,0.8135990643882753,-0.04170014028288238,0.7923605703121176,-0.014402933628412752
16,discharge,24.0,1.8257567905665535,2.6652049047458775,4.188927891511958,3.554133296801584,0.2273125109616539,1.8444082717328028,0.5573831672048897,32.41046186109587,38.51713023385634,24.71132429046902,3.3516161723228617,3572.453,2008-04-01 21:00:00,0.9128783952832767,1.8321881978522547,0.0055757232031009,1.8257567905665535,1.8356616600675495,32.441686829386754,38.8207012322275,1.8332945258701832,0.0042292862149279,1.8257567905665535,1.8356616600675495,32.44445719312797,38.8207012322275,1.8380795617640513,0.0092609690063764,1.8257567905665535,1.8564874208181577,32.52033890530266,39.033397966787035,-0.0093893523561066,-0.0051164057927033,0.0307306302516037,0.0165531044848451,-0.0088738352112174,1.839322788776792,1.5237229867660806,3.0060381998117973e-05,14.517130233856342,-78.375,0.8261306262761081,0.0356347438752783,256,4.0,0.875,0.9238414435572988,0.1711085628594264,-0.0032226138998238,0,1.0,2.9780504960192624e-05,1.8246561030973596,-0.0031174892447197,0.0042181767139139,9.718739190943572e-06,1.7793014789804283e-05,5.017189627025082e-05,-1543.7598,1702.9464,-156.04654,1.8351461429226603,1.8356616600675495,1.834645508212042,1.8352625275821128,1.8353491942234077,1.846327249719927,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8321881978522543,0.005575723203100325,1.8257567905665535,1.8356616600675495,1.8332945258701838,0.00422928621492768,1.8257567905665535,1.8356616600675495,1.8380795617640513,0.00926096900637652,1.8257567905665535,1.8564874208181577,-0.009389352356106828,-0.009904869500996005,-0.009292173913177493,1.835048964479731,1.3977251467660754,1.3980537131779016,1.3979669775856614,1.3978668134619623,1.397846918595828,0.9761551420910629,0.9840273609788941,0.9539480411187541,0.0362744929438096,0.933732883498904,0.051465762945888525,0.9144990643115111,0.02404063695001847,0.8968408913539504,0.04541897847382436,0.8781990136127631,-0.03608215278377968,0.8565441344076463,-0.11066331589136773,0.8352624547142764,-0.015225475875774287,0.8135990643882753,-0.04170014028288238,0.7923605703121176,-0.014402933628412752
18,discharge,24.0,1.8247738529891333,2.6038584726333673,4.189029250882121,3.5529355991467955,0.2324538495076242,1.854064004450843,0.5424840616663397,32.3461408313,38.526267904657,24.628487294051176,3.3724043396197616,3550.594,2008-04-02 00:00:00,0.9123869264945668,1.8285589288261157,0.005725826030851,1.8247738529891333,1.8351461429226603,32.412339712384615,38.8207012322275,1.831196790951588,0.0054376884844423,1.8247738529891333,1.8356616600675495,32.410710066978204,38.8207012322275,1.836601149677949,0.0097322234991252,1.8247738529891333,1.8564874208181577,32.50098356374681,39.033397966787035,-0.0009829375774204,-0.0005383726805777,0.0317135678290241,0.0170825654261895,0.0084064147786862,1.8366775277244904,1.5851707782487536,4.3377934408640525e-05,14.526267904656995,-21.858999999999924,0.8549704430229871,0.0400890868596882,324,4.242640687119285,1.0,0.8398030950163882,0.1156633687094408,-0.003142876981538,0,1.0,2.6977233093188932e-05,1.8226907762179003,-0.0013652824336214,0.0034483592048543,1.8639961235551904e-06,1.1891181205706409e-05,7.999372212450126e-05,-1543.7598,1702.9464,-156.04654,1.8257567905665535,1.8351461429226603,1.8356616600675495,1.834645508212042,1.8352625275821128,1.8353491942234077,1.846327249719927,1.8564874208181577,1.8564874208181577,1.8564874208181577,1.8285589288261157,0.005725826030850142,1.8247738529891333,1.8351461429226603,1.8311967909515878,0.005437688484442113,1.8247738529891333,1.8356616600675495,1.836601149677949,0.009732223499125232,1.8247738529891333,1.8564874208181577,-0.0009829375774201843,-0.010372289933527012,-0.001577458059930592,1.826351311049064,1.3977251467660754,1.3980537131779016,1.3979669775856614,1.3978668134619623,1.397846918595828,0.9761551420910629,0.9840273609788941,0.9539480411187541,0.0362744929438096,0.933732883498904,0.051465762945888525,0.9144990643115111,0.02404063695001847,0.8968408913539504,0.04541897847382436,0.8781990136127631,-0.03608215278377968,0.8565441344076463,-0.11066331589136773,0.8352624547142764,-0.015225475875774287,0.8135990643882753,-0.04170014028288238,0.7923605703121176,-0.014402933628412752
20,discharge,24.0,1.824613268496936,2.552853984885676,4.189223427076418,3.5512057319376997,0.2367287014754214,1.853658588102974,0.5423346882876612,32.27679750791685,38.52698128472781,24.561560340089137,3.384318782535614,3551.25,2008-04-02 03:00:00,0.912306634248468,1.8250479706842075,0.0006190848600988,1.824613268496936,1.8257567905665535,32.34446673343757,38.52698128472781,1.8291903430085668,0.0056919630762028,1.824613268496936,1.8356616600675495,32.389599765475424,38.8207012322275,1.835402361559848,0.0099278942580124,1.824613268496936,1.8564874208181577,32.47856495816381,39.033397966787035,-0.0001605844921972,-8.800240749518018e-05,0.0318741523212213,0.017169064526801,0.0008223530852231,1.834484026046753,1.636369442190742,4.131234672195969e-05,14.52698128472781,0.6559999999999491,0.8827777509382909,0.0445434298440979,400,4.47213595499958,1.125,0.8765670692738073,0.1372102619569304,-0.0029396131419009,0,1.0,2.5212574549841214e-05,1.8208339051857731,0.0008200972913111,0.0029592660198517,6.725595672158573e-07,8.757255376250565e-06,0.0001133296718533,-1543.7598,1702.9464,-156.04654,1.8247738529891333,1.8257567905665535,1.8351461429226603,1.8356616600675495,1.834645508212042,1.8352625275821128,1.8353491942234077,1.846327249719927,1.8564874208181577,1.8564874208181577,1.8250479706842075,0.0006190848600862609,1.824613268496936,1.8257567905665535,1.8291903430085665,0.005691963076202614,1.824613268496936,1.8356616600675495,1.8354023615598478,0.009927894258012432,1.824613268496936,1.8564874208181577,-0.00016058449219724658,-0.0011435220696174309,-0.0009653758774899046,1.825578644374426,1.3977251467660754,1.3980537131779016,1.3979669775856614,1.3978668134619623,1.397846918595828,0.9761551420910629,0.9840273609788941,0.9539480411187541,0.0362744929438096,0.933732883498904,0.051465762945888525,0.9144990643115111,0.02404063695001847,0.8968408913539504,0.04541897847382436,0.8781990136127631,-0.03608215278377968,0.8565441344076463,-0.11066331589136773,0.8352624547142764,-0.015225475875774287,0.8135990643882753,-0.04170014028288238,0.7923605703121176,-0.014402933628412752
