cycle,type,ambient_temperature,capacity,voltage_min,voltage_max,voltage_mean,voltage_std,current_mean,current_std,temperature_mean,temperature_max,temperature_min,temperature_std,discharge_time,timestamp,SOH,capacity_rolling_mean_3,capacity_rolling_std_3,capacity_rolling_min_3,capacity_rolling_max_3,temp_rolling_mean_3,temp_rolling_max_3,capacity_rolling_mean_5,capacity_rolling_std_5,capacity_rolling_min_5,capacity_rolling_max_5,temp_rolling_mean_5,temp_rolling_max_5,capacity_rolling_mean_10,capacity_rolling_std_10,capacity_rolling_min_10,capacity_rolling_max_10,temp_rolling_mean_10,temp_rolling_max_10,capacity_diff,capacity_diff_pct,cumulative_fade,cumulative_fade_pct,capacity_diff_diff,capacity_ewma,voltage_range,voltage_variance,temp_increase,discharge_time_change,resistance_proxy,cycle_normalized,cycle_squared,cycle_sqrt,days_elapsed,capacity_skew,capacity_kurtosis,capacity_trend,capacity_increase,regeneration_count,capacity_change_variance
2,discharge,24.0,2.035337591005598,2.4757677568281857,4.179823027658306,3.556946061827572,0.2260193210975841,1.9905377543149845,0.2014980448792201,32.142777859921516,39.16298653238707,24.27707330832413,3.4516879795744755,3690.234,2008-04-01 00:00:00,1.017668795502799,2.035337591005598,0.007210611781345563,2.035337591005598,2.035337591005598,32.142777859921516,39.16298653238707,2.035337591005598,0.007210611781345563,2.035337591005598,2.035337591005598,32.142777859921516,39.16298653238707,2.035337591005598,0.007210611781345563,2.035337591005598,2.035337591005598,32.142777859921516,39.16298653238707,-0.01019734497418634,-0.005010149185692647,0.0,0.0,-0.0016165297117614053,2.035337591005598,1.70405527083012,1.0259270238487249e-05,15.162986532387073,-17.889999999999873,0.856077414788413,0.00516795865633075,4,1.4142135623730951,0.0,0.0,0.0,-0.010197344974186562,0,0.0,1.306584154503706e-06
4,discharge,24.0,2.0251402460314116,2.35152551190002,4.177288238505559,3.56147580138708,0.23141504289722925,1.990277542145709,0.2019092784154672,32.29307515705474,39.2462026826329,24.63823886086074,3.3954199016861684,3672.344,2008-04-01 03:00:00,1.0125701230157058,2.0302389185185046,0.007210611781345563,2.0251402460314116,2.035337591005598,32.21792650848813,39.2462026826329,2.0302389185185046,0.007210611781345563,2.0251402460314116,2.035337591005598,32.21792650848813,39.2462026826329,2.0302389185185046,0.007210611781345563,2.0251402460314116,2.035337591005598,32.21792650848813,39.2462026826329,-0.01019734497418634,-0.005010149185692647,0.01019734497418634,0.0050101491856926516,-0.0016165297117614053,2.0334835282830186,1.8257627266055394,1.0259270238487249e-05,15.246202682632898,-17.889999999999873,0.917340305863517,0.0103359173126615,16,2.0,0.125,0.0,0.0,-0.010197344974186562,0,0.0,1.306584154503706e-06
6,discharge,24.0,2.013326371345464,2.4404797151065436,4.1781213228922995,3.5667524696413215,0.22354896090021636,1.9899467848963859,0.20247271551126877,32.24414709253608,38.999202460252846,24.704057719023776,3.3498112511075084,3651.641,2008-04-01 06:00:00,1.006663185672732,2.0246014027941577,0.011015498706704808,2.013326371345464,2.035337591005598,32.22666670317078,39.2462026826329,2.0246014027941577,0.011015498706704808,2.013326371345464,2.035337591005598,32.22666670317078,39.2462026826329,2.0246014027941577,0.011015498706704808,2.013326371345464,2.035337591005598,32.22666670317078,39.2462026826329,-0.011813874685947745,-0.0058336081706434895,0.022011219660134085,0.01081453010911031,-0.0016165297117614053,2.0298185906580084,1.737641607785756,2.408790042531158e-05,14.999202460252846,-20.702999999999975,0.8732096495065738,0.015503875968992248,36,2.449489742783178,0.25,-0.0896509120074194,0.0,-0.01100560983006715,0,0.0,1.306584154503706e-06
8,discharge,24.0,2.0132846655407413,2.4791558539003917,4.1785623580417175,3.5687953371516272,0.22097908742082084,1.9896029706719567,0.202976043273228,32.14711742429942,38.843627771866515,24.648384924528084,3.34097552798371,3631.563,2008-04-01 09:00:00,1.0066423327703706,2.017250427639205,0.00683281497920308,2.0132846655407413,2.0251402460314116,32.22811322463008,39.2462026826329,2.0217722184808036,0.010625971799667358,2.0132846655407413,2.035337591005598,32.20677938345294,39.2462026826329,2.0217722184808036,0.010625971799667358,2.0132846655407413,2.035337591005598,32.20677938345294,39.2462026826329,-4.170580472262486e-05,-2.07148753009756e-05,0.02205292546485671,0.010835020962768655,0.01177216888122512,2.026812422454869,1.6994065041413258,2.8556803310856988e-05,14.843627771866515,-20.077999999999975,0.8541431004318808,0.020671834625323,64,2.8284271247461903,0.375,0.42365713804763383,-1.4567051512180393,-0.007797265108051874,0,0.0,4.0722355902906356e-05
10,discharge,24.0,2.000528337624771,2.280187848173442,4.17824995156942,3.563970503289941,0.23503509475204634,1.9895483606575701,0.20279390598185937,32.06687277315468,38.97798888258284,24.634206199911688,3.335733628730513,3629.172,2008-04-01 12:00:00,1.0002641688123854,2.009046458170326,0.007376938258177467,2.000528337624771,2.013326371345464,32.152712429996726,38.999202460252846,2.017523442309597,0.013226637981004747,2.000528337624771,2.035337591005598,32.17879806139329,39.2462026826329,2.017523442309597,0.013226637981004747,2.000528337624771,2.035337591005598,32.17879806139329,39.2462026826329,-0.012756327915970367,-0.0063360776219612,0.03480925338082708,0.017102447050874194,-0.012714622111247742,2.0220334979403054,1.898062103395978,2.1463315687288082e-05,14.977988882582842,-2.3910000000000764,0.9540160907436072,0.025839793281653745,100,3.1622776601683795,0.5,0.1251739096897469,-1.0790663761370978,-0.008147408725232595,0,0.0,3.4452696886365815e-05
12,discharge,24.0,2.0138990759931645,2.4392842568466446,4.193216523251186,3.5735512387791406,0.22547907676393128,1.9901040351037365,0.2022953831615659,32.03447836207717,38.83989920742278,24.343399604359956,3.4066857624064704,3652.281,2008-04-01 15:00:00,1.0069495379965823,2.009237359719559,0.007548488221930136,2.000528337624771,2.0138990759931645,32.082822853177085,38.97798888258284,2.0132357393071105,0.008712720031181783,2.000528337624771,2.0251402460314116,32.15713816182441,39.2462026826329,2.016919381256858,0.01192243684642787,2.000528337624771,2.035337591005598,32.15474477817393,39.2462026826329,0.013370738368393642,0.006683603584575426,0.021438515012433434,0.010533149442713,0.02612706628436401,2.020554512131734,1.7539322664045414,2.1464128914962323e-05,14.839899207422782,23.108999999999924,0.8813264804955965,0.031007751937984496,144,3.4641016151377544,0.625,0.29448663908455863,-0.7164051051637768,-0.005173428745337395,1,1.0,0.00012328344505502998
14,discharge,24.0,2.013101105626967,2.2812068449406446,4.193732603145628,3.5711391343785897,0.2359700655161548,1.9900886222380372,0.20215665889240747,32.11157496697372,39.04610837498471,24.430946389444678,3.418111771999715,3650.828,2008-04-01 18:00:00,1.0065505528134835,2.0091761730816344,0.007499865514997265,2.000528337624771,2.0138990759931645,32.07097536740186,39.04610837498471,2.0108279112262215,0.005765384352112572,2.000528337624771,2.0138990759931645,32.12083812380821,39.04610837498471,2.016373913309731,0.010978911479147362,2.000528337624771,2.035337591005598,32.14857766228819,39.2462026826329,-0.0007979703661975535,-0.0003962315568390995,0.022236485378630988,0.010925207433349973,-0.014168708734591196,2.0191993473126852,1.9125257582049837,1.3888387655717692e-05,15.046108374984712,-1.4529999999999745,0.9610249391955394,0.03617571059431524,196,3.7416573867739413,0.75,0.4634474841606573,-0.34204037681875565,-0.0036424939261814337,0,1.0,0.00010065646168948756
16,discharge,24.0,1.9687898262728398,2.366410527029613,4.176826628115461,3.5681507462163036,0.22690300607421549,1.9891170520197212,0.20448152340391518,32.112576242471775,38.87507521022778,24.650435471431692,3.361489124744099,3572.453,2008-04-01 21:00:00,0.9843949131364199,1.9985966692976571,0.025816566532091065,1.9687898262728398,2.0138990759931645,32.08620985717422,39.04610837498471,2.0019206022116967,0.019346938653760314,1.9687898262728398,2.0138990759931645,32.09452395379535,39.04610837498471,2.0104259024301196,0.019655728555543008,1.9687898262728398,2.035337591005598,32.144077484811135,39.2462026826329,-0.04431127935412715,-0.02201145249499359,0.06654776473275814,0.032696180243926475,-0.0435133089879296,2.010033979850895,1.8104161010858482,1.2818736574499192e-05,14.875075210227777,-78.375,0.9101602085645839,0.041343669250646,256,4.0,0.875,-1.0939037173860877,0.7705236372813897,-0.006393669870528581,0,1.0,0.00031942069071099404
18,discharge,24.0,1.9681661764334244,2.436020049578708,4.176369138969733,3.5692834155812436,0.2225588245195615,1.9892116643905464,0.20469906582242786,32.03566207329278,38.7260539826455,24.564976908542672,3.3625006565584763,3550.594,2008-04-02 00:00:00,0.9840830882167122,1.9833523694444104,0.025765048284935227,1.9681661764334244,2.013101105626967,32.086604427579424,39.04610837498471,1.9928969043902334,0.022914514251334256,1.9681661764334244,2.0138990759931645,32.072232883594026,39.04610837498471,2.0057303773193755,0.02316216335985646,1.9681661764334244,2.035337591005598,32.13203132797576,39.2462026826329,-0.00062364983941543,-0.00031676811363667845,0.06717141457217357,0.03300259125022411,0.04368762951471172,2.0024216519568094,1.740349089391025,1.2786810525009366e-05,14.726053982645503,-21.858999999999924,0.8748934292172486,0.046511627906976744,324,4.242640687119285,1.0,-0.730601782953966,-0.6653508851938428,-0.0072928839758163505,0,1.0,0.00028365301032592325
20,discharge,24.0,1.9572307917560536,2.1864377487643725,4.176897989902666,3.563388513484579,0.24025262256048352,1.9891927045376199,0.20487136240289794,31.99527968872302,38.98629728904917,24.515019617858613,3.385578589102732,3551.25,2008-04-02 03:00:00,0.9786153958780268,1.9647289314874392,0.006501062171219868,1.9572307917560536,1.9687898262728398,32.04783933482919,38.98629728904917,1.9842373952164898,0.02710718159025598,1.9572307917560536,2.0138990759931645,32.05791426670769,39.04610837498471,2.0008804187630433,0.02668515049382334,1.9572307917560536,2.035337591005598,32.11835616405049,39.2462026826329,-0.010935384677370763,-0.00555612874985334,0.07810679924954433,0.03837535335401247,-0.010311734837955333,1.9942051319203082,1.9904602411382935,1.4381840966916549e-05,14.986297289049169,0.6559999999999491,1.0006367085305894,0.05167958656330749,400,4.47213595499958,1.125,-0.5434172220980328,-1.1275710905159348,-0.007949347558593079,0,1.0,0.0002489126403678248
